0.010063182	0.010127505	0.0100891525	0.009787132	0.010584207	0.011071645	0.010171813	0.009553126	0.010101015	0.01077088	0.010940117	0.010306025	0.79403204	0.009963928	0.010236086	0.010906159	0.0101838615	0.010314966	0.010547063	0.010082752	0.0101673575	
0.0030025842	0.0030217764	0.0030103328	0.002920218	0.4093657	0.0033034822	0.0030349968	0.0028503973	0.0030138723	0.0032137423	0.0032642381	0.0030750418	0.0030410476	0.0029729693	0.5323501	0.0032541058	0.0030385915	0.0030777096	0.0031469613	0.0030084234	0.0030336673	
0.003919212	0.003944264	0.003929327	0.0038117017	0.004122131	0.0043119686	0.00396152	0.0037205657	0.0039339466	0.0041948324	0.004260744	0.00401379	0.003969418	0.0038805567	0.003986552	0.33876646	0.454715	0.004017272	0.004107665	0.13447322	0.0039597847	
0.005641319	0.14862645	0.0056558773	0.005486568	0.13198991	0.0062066526	0.005702216	0.3245201	0.0056625274	0.006038047	0.00613292	0.29643	0.005713585	0.005585678	0.005738247	0.006113883	0.0057089706	0.0057824664	0.0059125777	0.00565229	0.005699719	
0.0030026096	0.003021802	0.0030103584	0.002920243	0.0031580708	0.32665917	0.0030350224	0.11897778	0.17907915	0.0032137693	0.0032642658	0.003075068	0.0030410734	0.0029729945	0.0030542	0.0032541335	0.0030386173	0.0030777357	0.003146988	0.32296327	0.0030336932	
0.003919256	0.0039443076	0.14860392	0.0038117443	0.004122177	0.0043120165	0.003961564	0.0037206074	0.0039339904	0.0041948794	0.2960535	0.0040138345	0.003969462	0.0038806	0.003986596	0.0042475658	0.0039662565	0.20156382	0.09495273	0.003926878	0.19491431	
0.0079785595	0.008029558	0.00799915	0.0077596945	0.008391653	0.008778116	0.008064687	0.007574164	0.0080085555	0.008539655	0.008673835	0.008171096	0.008080767	0.007899866	0.008115646	0.6024229	0.00807424	0.008178186	0.24320441	0.007994076	0.008061156	
0.005641356	0.005677415	0.0056559145	0.005486604	0.0059334394	0.0062066936	0.005702254	0.005355422	0.8844846	0.0060380865	0.0061329603	0.0057774917	0.0057136226	0.0055857142	0.005738285	0.0061139236	0.005709008	0.005782504	0.005912617	0.005652327	0.005699756	
0.2151297	0.0049521113	0.0049333577	0.004785677	0.005175428	0.0054137735	0.004973777	0.0046712537	0.004939158	0.0052667065	0.0053494596	0.005039403	0.0049836934	0.6889659	0.005005205	0.005332855	0.004979668	0.0050437753	0.005157266	0.0049302285	0.0049715987	
0.004363201	0.0043910905	0.0043744612	0.0042435112	0.004589108	0.13779329	0.0044103013	0.004142051	0.0043796045	0.0046700453	0.0047434233	0.004468493	0.77770346	0.004320166	0.0044381693	0.0047286996	0.004415525	0.00447237	0.004573003	0.0043716864	0.00440837	
0.013622428	0.013709501	0.013657583	0.013248742	0.014327735	0.014987573	0.01376948	0.36662436	0.013673641	0.01458043	0.0148095265	0.36764506	0.013796933	0.013488068	0.013856486	0.014763557	0.01378579	0.013963264	0.014277453	0.01364892	0.01376345	
0.021077357	0.021212082	0.021131752	0.02049917	0.022168647	0.023189584	0.021304885	0.020009045	0.021156598	0.022559632	0.0229141	0.021585992	0.021347363	0.02086947	0.021439506	0.022842975	0.02133012	0.568857	0.022090849	0.021118348	0.021295555	
0.22339194	0.0043911133	0.004374484	0.004243533	0.0045891316	0.0048004757	0.004410324	0.0041420725	0.0043796273	0.6919181	0.004743448	0.004468516	0.0044191172	0.004320189	0.004438192	0.0047287242	0.004415548	0.004472393	0.004573026	0.004371709	0.0044083926	
0.00797857	0.008029568	0.007999159	0.007759704	0.008391663	0.008778126	0.0080646975	0.007574173	0.008008565	0.0085396655	0.008673845	0.83678913	0.008080776	0.007899876	0.008115656	0.008646921	0.008074249	0.008178195	0.008362213	0.007994086	0.008061165	
0.003919308	0.00394436	0.0039294227	0.0038117948	0.004122232	0.004312074	0.0039616167	0.0037206567	0.0039340425	0.0041949353	0.0042608483	0.004013888	0.08485784	0.0038806514	0.2468832	0.0042476226	0.003966309	0.097774	0.0041077654	0.34205225	0.16410519	
0.0066094315	0.006651678	0.006626488	0.0064281235	0.0069516376	0.0072717825	0.0066807796	0.00627443	0.006634279	0.0070742425	0.0071853967	0.006768929	0.006694099	0.40159717	0.0067229937	0.4701377	0.0066886926	0.0067748013	0.0069272416	0.006622285	0.0066778534	
0.004363166	0.55766135	0.0043744263	0.0042434772	0.004589071	0.0048004123	0.35741794	0.0041420176	0.0043795696	0.0046700076	0.0047433856	0.0044684573	0.004419059	0.0043201316	0.0044381334	0.004728662	0.00441549	0.004472334	0.004572966	0.0043716514	0.0044083344	
0.010063186	0.010127509	0.010089156	0.009787136	0.010584212	0.011071649	0.010171818	0.009553131	0.0101010185	0.010770884	0.010940122	0.010306029	0.010192097	0.0099639315	0.010236091	0.010906164	0.79402375	0.01031497	0.010547068	0.010082757	0.010167362	
0.005641335	0.005677394	0.0056558936	0.005486584	0.0059334175	0.0062066703	0.0057022325	0.0053554024	0.0056625437	0.006038064	0.0061329375	0.0057774703	0.005713601	0.0055856938	0.0057382635	0.8849364	0.005708987	0.0057824827	0.005912595	0.005652306	0.005699735	
0.0066094687	0.006651716	0.006626526	0.00642816	0.17855424	0.007271824	0.3439382	0.0062744655	0.006634317	0.0070742825	0.0071854373	0.006768967	0.18425606	0.0065442785	0.006723032	0.0071631335	0.0066887303	0.17837971	0.0069272807	0.0066223224	0.006677891	
0.0049206037	0.004952056	0.0049333023	0.004785623	0.00517537	0.0054137125	0.0049737208	0.004671201	0.0049391026	0.0052666473	0.0053493995	0.0050393464	0.004983637	0.004872071	0.0050051487	0.005332795	0.8992836	0.0050437185	0.0051572076	0.004930173	0.0049715424	
0.013622416	0.013709489	0.013657572	0.01324873	0.014327723	0.01498756	0.013769469	0.01293196	0.01367363	0.014580418	0.014809513	0.01395115	0.013796921	0.013488056	0.013856475	0.014763544	0.013785779	0.013963253	0.0142774405	0.7210355	0.013763438	
0.0049206265	0.0049520787	0.004933325	0.0047856453	0.005175394	0.0054137376	0.004973744	0.004671223	0.0049391254	0.13604042	0.005349424	0.0050393697	0.0049836603	0.76840186	0.005005172	0.0053328197	0.004979635	0.005043742	0.0051572314	0.004930196	0.0049715657	
0.006609507	0.0066517545	0.006626564	0.006428197	0.006951717	0.007271866	0.006680856	0.0062745023	0.0066343555	0.50210935	0.007185479	0.006769006	0.006694176	0.0065443167	0.006723071	0.007163175	0.0066887694	0.006774879	0.17853571	0.19800475	0.00667793	
0.0056413137	0.0056773727	0.005655872	0.88430953	0.005933395	0.006206647	0.005702211	0.005355382	0.0056625223	0.006038042	0.006132914	0.005777449	0.0057135797	0.005585673	0.005738242	0.0061138775	0.005708965	0.0057824613	0.0059125726	0.0056522847	0.0056997137	
